Title,Time,NormalisedTS,Party A,Party B,"Outcome (A, B,  inconclusive)"
Iron Man 3,22.32,0.1717,Iron Man,Iron Man,Iron Man
Iron Man 3,24.22,0.1863,Happy Hogan,Eric Savin,Happy Hogan
Iron Man 3,24.42,0.1878,Happy Hogan,Eric Savin,Eric Savin
Iron Man 3,51.5,0.3962,Ellen Brandt,Iron Man,Ellen Brandt
Iron Man 3,52.27,0.4021,Harley Keener,Eric Savin,Harley Keener
Iron Man 3,52.67,0.4052,Ellen Brandt,Iron Man,Ellen Brandt
Iron Man 3,52.83,0.4064,Ellen Brandt,Iron Man,Ellen Brandt
Iron Man 3,52.88,0.4068,Ellen Brandt,Iron Man,Ellen Brandt
Iron Man 3,52.97,0.4075,Ellen Brandt,Iron Man,Ellen Brandt
Iron Man 3,53.08,0.4083,Ellen Brandt,Iron Man,Iron Man
Iron Man 3,53.8,0.4138,Ellen Brandt,Iron Man,Iron Man
Iron Man 3,54.3,0.4177,Eric Savin,Iron Man,Eric Savin
Iron Man 3,54.8,0.4215,Eric Savin,Harley Keener,Eric Savin
Iron Man 3,55.1,0.4238,Eric Savin,Harley Keener,Harley Keener
Iron Man 3,55.23,0.4248,Eric Savin,Iron Man,Iron Man
Iron Man 3,66.08,0.5083,Aldrich Killian,Pepper Potts,Aldrich Killian
Iron Man 3,72.5,0.5577,Iron Man,Trevor Slattery,Iron Man
Iron Man 3,75.17,0.5782,Eric Savin,Iron Man,Eric Savin
Iron Man 3,79.98,0.6152,Aldrich Killian,Maya Hansen,Aldrich Killian
Iron Man 3,81.27,0.6252,Aldrich Killian,War Machine,Aldrich Killian
Iron Man 3,82.25,0.6327,War Machine,Eric Savin,War Machine
Iron Man 3,82.32,0.6332,Aldrich Killian,War Machine,Aldrich Killian
Iron Man 3,89.5,0.6885,Eric Savin,President Ellis,Eric Savin
Iron Man 3,90.2,0.6938,Iron Man,Eric Savin,Iron Man
Iron Man 3,90.32,0.6948,Iron Man,Eric Savin,Iron Man
Iron Man 3,90.52,0.6963,Iron Man,Eric Savin,Eric Savin
Iron Man 3,90.78,0.6983,Iron Man,Eric Savin,Eric Savin
Iron Man 3,90.87,0.699,Iron Man,Eric Savin,Iron Man
Iron Man 3,101.05,0.7773,Aldrich Killian,Iron Man,Aldrich Killian
Iron Man 3,101.45,0.7804,Aldrich Killian,Iron Man,Aldrich Killian
Iron Man 3,101.67,0.7821,Aldrich Killian,Iron Man,Iron Man
Iron Man 3,104.82,0.8063,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,104.97,0.8075,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,104.98,0.8075,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.03,0.8079,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.07,0.8082,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.2,0.8092,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,105.28,0.8098,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,105.43,0.811,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.47,0.8113,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,105.53,0.8118,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.62,0.8125,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,105.68,0.8129,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.78,0.8137,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.85,0.8142,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,105.98,0.8152,Iron Man,Aldrich Killian,Aldrich Killian
Iron Man 3,106.88,0.8222,Iron Man,Aldrich Killian,Iron Man
Iron Man 3,108.42,0.834,Pepper Potts,Aldrich Killian,Pepper Potts
Iron Man 3,109.08,0.8391,Pepper Potts,Aldrich Killian,Pepper Potts
Iron Man 3,109.2,0.84,Pepper Potts,Aldrich Killian,Pepper Potts
